titulo_original,categoria_original,json_llm_bruto,json_limpo_python,nome_canonico_final
Cabo Do Trambulador Sprinter Cdi 2003 ---&gt; Cabo De Engate,VEHICLE_CLUTCH_CABLES,"{""marca"": null, ""modelo"": ""Sprinter Cdi"", ""tipo_produto"": ""cabo do trambulador"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""ano 2003, cabo de engate""}","{""marca"": null, ""modelo"": ""sprinter cdi"", ""tipo_produto"": ""cabo do trambulador"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""ano 2003, cabo de engate""}","cabo do trambulador | sprinter cdi | ano 2003, cabo de engate"
"Aparador / Buffet / Rack Demolição O. Preto 1,80 X 45 X  90 ",SIDEBOARDS,"{""marca"": null, ""modelo"": null, ""tipo_produto"": ""aparador"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": ""preto"", ""material"": ""madeira de demolição"", ""quantidade"": null, ""outros_atributos"": ""dimensões 1,80m x 45cm x 90cm, buffet, rack""}","{""marca"": null, ""modelo"": null, ""tipo_produto"": ""aparador"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": ""preto"", ""material"": ""madeira de demolição"", ""quantidade"": null, ""outros_atributos"": ""dimensões 1,80m x 45cm x 90cm, buffet, rack""}","aparador | preto | madeira de demolição | dimensões 1,80m x 45cm x 90cm, buffet, rack"
Aro Chassi  J7 Prime G610m/ds G6100 ,CELLPHONE_AND_TABLET_CASES,"{""marca"": ""Samsung"", ""modelo"": ""J7 Prime G610m/ds G6100"", ""tipo_produto"": ""aro chassi"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": null}","{""marca"": ""Samsung"", ""modelo"": ""j7 prime g610m/ds g6100"", ""tipo_produto"": ""aro chassi"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": null}",aro chassi | Samsung | j7 prime g610m/ds g6100
Fitas Gorgurao Progresso,HABERDASHERY_RIBBONS,"{""marca"": ""Progresso"", ""modelo"": null, ""tipo_produto"": ""fitas"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": ""gorgurão"", ""quantidade"": null, ""outros_atributos"": null}","{""marca"": ""Progresso"", ""modelo"": null, ""tipo_produto"": ""fitas"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": ""gorgurão"", ""quantidade"": null, ""outros_atributos"": null}",fitas | Progresso | gorgurão
Geladeiras De Bebidas Expositora Personalizada Coca Cola,MERCHANDISER_REFRIGERATORS,"{""marca"": ""Coca Cola"", ""modelo"": null, ""tipo_produto"": ""geladeira de bebidas"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""expositora, personalizada""}","{""marca"": ""Coca Cola"", ""modelo"": null, ""tipo_produto"": ""geladeira de bebidas"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""expositora, personalizada""}","geladeira de bebidas | Coca Cola | expositora, personalizada"
Portátil Mini Fan Handheld Usb Misting Fan Pessoal Resfriame,HOME_HEATERS,"{""marca"": null, ""modelo"": ""Mini Fan Handheld"", ""tipo_produto"": ""ventilador"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""portátil, usb, misting fan, pessoal""}","{""marca"": null, ""modelo"": ""mini fan handheld"", ""tipo_produto"": ""ventilador"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""portátil, usb, misting fan, pessoal""}","ventilador | mini fan handheld | portátil, usb, misting fan, pessoal"
Relógio De Parede Modelo De Pulso Quadrado Preto,WALL_CLOCKS,"{""marca"": null, ""modelo"": ""de pulso"", ""tipo_produto"": ""relógio de parede"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": ""preto"", ""material"": null, ""quantidade"": null, ""outros_atributos"": ""quadrado""}","{""marca"": null, ""modelo"": ""de pulso"", ""tipo_produto"": ""relógio de parede"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": ""preto"", ""material"": null, ""quantidade"": null, ""outros_atributos"": ""quadrado""}",relógio de parede | de pulso | preto | quadrado
Receptor Do Dongle Da Exposisao De Wi-fi Do Carro Ptv858,TV_RECEIVERS_AND_DECODERS,"{""marca"": ""Exposisao"", ""modelo"": ""Ptv858"", ""tipo_produto"": ""receptor dongle wi-fi"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""para carro""}","{""marca"": ""Exposisao"", ""modelo"": ""ptv858"", ""tipo_produto"": ""receptor dongle wi-fi"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""para carro""}",receptor dongle wi-fi | Exposisao | ptv858 | para carro
Garfo Do Câmbio 3 E 4 Duster Original 1.6 16v 10/17 Original,CLUTCH_FORKS,"{""marca"": ""Renault"", ""modelo"": ""Duster"", ""tipo_produto"": ""garfo do câmbio"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""3 e 4, 1.6 16v, ano 10/17, original""}","{""marca"": ""Renault"", ""modelo"": ""duster"", ""tipo_produto"": ""garfo do câmbio"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""3 e 4, 1.6 16v, ano 10/17, original""}","garfo do câmbio | Renault | duster | 3 e 4, 1.6 16v, ano 10/17, original"
Balde De Gelo Em Alumínio Stella Artois Licenciado Ambev,ICE_BUCKETS,"{""marca"": ""Stella Artois"", ""modelo"": null, ""tipo_produto"": ""balde de gelo"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": ""alumínio"", ""quantidade"": null, ""outros_atributos"": ""licenciado ambev""}","{""marca"": ""Stella Artois"", ""modelo"": null, ""tipo_produto"": ""balde de gelo"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": ""alumínio"", ""quantidade"": null, ""outros_atributos"": ""licenciado ambev""}",balde de gelo | Stella Artois | alumínio | licenciado ambev
Agora 60,COFFEE_CAPSULES,"{""marca"": null, ""modelo"": ""60"", ""tipo_produto"": null, ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": null}","{""marca"": null, ""modelo"": ""60"", ""tipo_produto"": null, ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": null}",60
Mesa Cg Titan 2010 Honda Original Baixo Cima Inf Superior,MOTORCYCLE_HANDLEBAR_YOKES,"{""marca"": ""Honda"", ""modelo"": ""Cg Titan 2010"", ""tipo_produto"": ""mesa"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""original, baixo, cima, inf superior""}","{""marca"": ""Honda"", ""modelo"": ""cg titan 2010"", ""tipo_produto"": ""mesa"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""original, baixo, cima, inf superior""}","mesa | Honda | cg titan 2010 | original, baixo, cima, inf superior"
Licença Original Do Windows 7 Professional  ,OPERATING_SYSTEMS,"{""marca"": ""Microsoft"", ""modelo"": ""Windows 7 Professional"", ""tipo_produto"": ""licença de software"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""original""}","{""marca"": ""Microsoft"", ""modelo"": ""windows 7 professional"", ""tipo_produto"": ""licença de software"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""original""}",licença de software | Microsoft | windows 7 professional | original
Baqueta Pro Mark 5b Firegrain Tx5bw-fg,DRUMSTICKS_MALLETS_AND_BRUSHES,"{""marca"": ""Pro Mark"", ""modelo"": ""Tx5bw-fg"", ""tipo_produto"": ""baqueta"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""5b, firegrain""}","{""marca"": ""Pro Mark"", ""modelo"": ""tx5bw-fg"", ""tipo_produto"": ""baqueta"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""5b, firegrain""}","baqueta | Pro Mark | tx5bw-fg | 5b, firegrain"
Seladora Manual Sela Corta 40 Cm Temporizador + Resistencia,INDUSTRIAL_AND_COMMERCIAL_BAG_SEALERS,"{""marca"": null, ""modelo"": null, ""tipo_produto"": ""seladora manual"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""sela e corta, 40 cm, com temporizador, inclui resistência""}","{""marca"": null, ""modelo"": null, ""tipo_produto"": ""seladora manual"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""sela e corta, 40 cm, com temporizador, inclui resistência""}","seladora manual | sela e corta, 40 cm, com temporizador, inclui resistência"
Kit 5 Pedestal Suporte Girafa De Microfone Regulável Tps Ask,MICROPHONE_STANDS,"{""marca"": ""Ask"", ""modelo"": ""Tps"", ""tipo_produto"": ""pedestal suporte de microfone"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": ""kit 5 peças"", ""outros_atributos"": ""girafa, regulável""}","{""marca"": ""Ask"", ""modelo"": ""tps"", ""tipo_produto"": ""pedestal suporte de microfone"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": ""kit 5 peças"", ""outros_atributos"": ""girafa, regulável""}","pedestal suporte de microfone | Ask | tps | kit 5 peças | girafa, regulável"
Sanduicheira Cadence Minigrill Easy Meal Vermelho 127v,SANDWICH_MAKERS,"{""marca"": ""Cadence"", ""modelo"": ""Minigrill Easy Meal"", ""tipo_produto"": ""sanduicheira"", ""capacidade_volume"": null, ""voltagem"": ""110v"", ""cor"": ""vermelho"", ""material"": null, ""quantidade"": null, ""outros_atributos"": null}","{""marca"": ""Cadence"", ""modelo"": ""minigrill easy meal"", ""tipo_produto"": ""sanduicheira"", ""capacidade_volume"": null, ""voltagem"": ""110v"", ""cor"": ""vermelho"", ""material"": null, ""quantidade"": null, ""outros_atributos"": null}",sanduicheira | Cadence | minigrill easy meal | 110v | vermelho
Valvula Egr Jeep Cherokee 3.7  53034192  2970 V,EGR_VALVES,"{""marca"": ""Jeep"", ""modelo"": ""Cherokee 3.7"", ""tipo_produto"": ""válvula egr"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""código 53034192, 2970 v""}","{""marca"": ""Jeep"", ""modelo"": ""cherokee 3.7"", ""tipo_produto"": ""válvula egr"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""código 53034192, 2970 v""}","válvula egr | Jeep | cherokee 3.7 | código 53034192, 2970 v"
Microfone Sennheiser Ew135,MICROPHONES,"{""marca"": ""Sennheiser"", ""modelo"": ""Ew135"", ""tipo_produto"": ""microfone"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": null}","{""marca"": ""Sennheiser"", ""modelo"": ""ew135"", ""tipo_produto"": ""microfone"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": null}",microfone | Sennheiser | ew135
Eixo Motriz(cardan) Original Vw(2t0311145a),DRIVE_SHAFTS,"{""marca"": ""Vw"", ""modelo"": ""2t0311145a"", ""tipo_produto"": ""eixo motriz"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""cardan, original""}","{""marca"": ""Vw"", ""modelo"": ""2t0311145a"", ""tipo_produto"": ""eixo motriz"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""cardan, original""}","eixo motriz | Vw | 2t0311145a | cardan, original"
Espátula Perfurada De Inox Com Nylon - Brinox (cód.5977),KITCHEN_SHOVELS_AND_SPATULAS,"{""marca"": ""Brinox"", ""modelo"": ""5977"", ""tipo_produto"": ""espátula perfurada"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": ""inox com nylon"", ""quantidade"": null, ""outros_atributos"": null}","{""marca"": ""Brinox"", ""modelo"": ""5977"", ""tipo_produto"": ""espátula perfurada"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": ""inox com nylon"", ""quantidade"": null, ""outros_atributos"": null}",espátula perfurada | Brinox | 5977 | inox com nylon
Nicho Decorativo Conjunto 2 Caixas Unicas Em Mdf Stucco,HOME_SHELVES,"{""marca"": null, ""modelo"": ""Stucco"", ""tipo_produto"": ""nicho decorativo"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": ""mdf"", ""quantidade"": ""conjunto 2 peças"", ""outros_atributos"": ""caixas únicas""}","{""marca"": null, ""modelo"": ""stucco"", ""tipo_produto"": ""nicho decorativo"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": ""mdf"", ""quantidade"": ""conjunto 2 peças"", ""outros_atributos"": ""caixas únicas""}",nicho decorativo | stucco | mdf | conjunto 2 peças | caixas únicas
"Kit  Ferreiraczarntraíra  Perfil Baixo + Vara 1,68m Carbono ",FISHING_RODS,"{""marca"": ""Ferreiraczarntraíra"", ""modelo"": null, ""tipo_produto"": ""kit de pesca"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": ""carbono"", ""quantidade"": ""kit"", ""outros_atributos"": ""perfil baixo, vara 1,68m""}","{""marca"": ""Ferreiraczarntraíra"", ""modelo"": null, ""tipo_produto"": ""kit de pesca"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": ""carbono"", ""quantidade"": ""kit"", ""outros_atributos"": ""perfil baixo, vara 1,68m""}","kit de pesca | Ferreiraczarntraíra | carbono | kit | perfil baixo, vara 1,68m"
9 Cuecas Boxer Grafite Microfibra S/ Costura Lupo 436001,MALE_UNDERWEAR,"{""marca"": ""Lupo"", ""modelo"": ""436001"", ""tipo_produto"": ""cueca boxer"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": ""grafite"", ""material"": ""microfibra"", ""quantidade"": ""kit 9 peças"", ""outros_atributos"": ""sem costura""}","{""marca"": ""Lupo"", ""modelo"": ""436001"", ""tipo_produto"": ""cueca boxer"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": ""grafite"", ""material"": ""microfibra"", ""quantidade"": ""kit 9 peças"", ""outros_atributos"": ""sem costura""}",cueca boxer | Lupo | 436001 | grafite | microfibra | kit 9 peças | sem costura
Mesa De Som Mixer Nanomix Ll Cdx502 4 Canais Bivolt,SOUND_CONSOLES_AND_DJ_MIXERS,"{""marca"": ""Ll"", ""modelo"": ""Nanomix Cdx502"", ""tipo_produto"": ""mesa de som"", ""capacidade_volume"": null, ""voltagem"": ""bivolt"", ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""4 canais""}","{""marca"": ""Ll"", ""modelo"": ""nanomix cdx502"", ""tipo_produto"": ""mesa de som"", ""capacidade_volume"": null, ""voltagem"": ""bivolt"", ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""4 canais""}",mesa de som | Ll | nanomix cdx502 | bivolt | 4 canais
