titulo_original,titulo_pre_norm,categoria_original,json_llm_bruto,json_limpo_python,nome_canonico_final
Carro Autorama Falcon Maverick ,Carro Autorama Falcon Maverick,SCALEXTRIC_CARS,"{""idx"": 157, ""marca"": ""Falcon"", ""modelo"": ""Maverick"", ""tipo_produto"": ""carro de autorama"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": null}","{""marca"": ""Falcon"", ""modelo"": ""maverick"", ""tipo_produto"": ""carro de autorama"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": null}",carro de autorama | Falcon | maverick
Valvula Termostatica 88&degc Bmw E36 325i Coupe Manual 1989-,Valvula Termostatica 88&degc Bmw E36 325i Coupe Manual 1989-,AUTOMOTIVE_ENGINE_COOLANT_THERMOSTATS,"{""idx"": 158, ""marca"": ""Bmw"", ""modelo"": ""E36 325i"", ""tipo_produto"": ""válvula termostática"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""88°c, coupe, manual, 1989-""}","{""marca"": ""Bmw"", ""modelo"": ""e36 325i"", ""tipo_produto"": ""válvula termostática"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""88°c, coupe, manual, 1989-""}","válvula termostática | Bmw | e36 325i | 88°c, coupe, manual, 1989-"
Formão Para Entalhe Grande Jogo Com 05 Peças,Formão Para Entalhe Grande Jogo Com 05 Peças,CHISELS,"{""idx"": 159, ""marca"": null, ""modelo"": null, ""tipo_produto"": ""formão"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": ""jogo com 05 peças"", ""outros_atributos"": ""para entalhe grande""}","{""marca"": null, ""modelo"": null, ""tipo_produto"": ""formão"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": ""jogo com 05 peças"", ""outros_atributos"": ""para entalhe grande""}",formão | jogo com 05 peças | para entalhe grande
Espreguiçadeira Para Piscina Design Ondulada Fibra/ Aluminio,Espreguiçadeira Para Piscina Design Ondulada Fibra/ Aluminio,SUNBATHING_CHAIRS,"{""idx"": 160, ""marca"": null, ""modelo"": null, ""tipo_produto"": ""espreguiçadeira"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": ""fibra/aluminio"", ""quantidade"": null, ""outros_atributos"": ""design ondulada""}","{""marca"": null, ""modelo"": null, ""tipo_produto"": ""espreguiçadeira"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": ""fibra/aluminio"", ""quantidade"": null, ""outros_atributos"": ""design ondulada""}",espreguiçadeira | fibra/aluminio | design ondulada
Kit 10 Leite De Coco Light Sococo 200ml,Kit 10 Leite De Coco Light Sococo 200ml,MILK,"{""idx"": 161, ""marca"": ""Sococo"", ""modelo"": ""light"", ""tipo_produto"": ""leite de coco"", ""capacidade_volume"": ""200ml"", ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": ""kit 10"", ""outros_atributos"": null}","{""marca"": ""Sococo"", ""modelo"": ""light"", ""tipo_produto"": ""leite de coco"", ""capacidade_volume"": ""200ml"", ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": ""kit 10"", ""outros_atributos"": null}",leite de coco | Sococo | light | 200ml | kit 10
 Capa Protetora Emborrachada Geonav Rosa Para iPad 2 E Novo ,Capa Protetora Emborrachada Geonav Rosa Para iPad 2 E Novo,TABLET_CASES,"{""idx"": 162, ""marca"": ""Geonav"", ""modelo"": ""ipad 2 e novo"", ""tipo_produto"": ""capa protetora"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": ""rosa"", ""material"": ""emborrachada"", ""quantidade"": null, ""outros_atributos"": null}","{""marca"": ""Geonav"", ""modelo"": ""ipad 2 e novo"", ""tipo_produto"": ""capa protetora"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": ""rosa"", ""material"": ""emborrachada"", ""quantidade"": null, ""outros_atributos"": null}",capa protetora | Geonav | ipad 2 e novo | rosa | emborrachada
Armário De Cozinha Balcão 1 Gaveta 2 Portas ,Armário De Cozinha Balcão 1 Gaveta 2 Portas,KITCHEN_CABINETS,"{""idx"": 163, ""marca"": null, ""modelo"": null, ""tipo_produto"": ""armário de cozinha"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""balcão 1 gaveta 2 portas""}","{""marca"": null, ""modelo"": null, ""tipo_produto"": ""armário de cozinha"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""balcão 1 gaveta 2 portas""}",armário de cozinha | balcão 1 gaveta 2 portas
Kit 5 Guardanapo De Papel Família Gran Hotel Com 50 Unidades,Kit 5 Guardanapo De Papel Família Gran Hotel Com 50 Unidades,PAPER_NAPKINS,"{""idx"": 164, ""marca"": ""Família Gran Hotel"", ""modelo"": null, ""tipo_produto"": ""guardanapo de papel"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": ""papel"", ""quantidade"": ""kit 5"", ""outros_atributos"": ""50 unidades""}","{""marca"": ""Família Gran Hotel"", ""modelo"": null, ""tipo_produto"": ""guardanapo de papel"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": ""papel"", ""quantidade"": ""kit 5"", ""outros_atributos"": ""50 unidades""}",guardanapo de papel | Família Gran Hotel | papel | kit 5 | 50 unidades
Long John Manga Longa Infantil Chestzip 1mm Feminino,Long John Manga Longa Infantil Chestzip 1mm Feminino,WETSUITS,"{""idx"": 165, ""marca"": null, ""modelo"": null, ""tipo_produto"": ""wetsuit"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""manga longa, infantil, chestzip, 1mm, feminino""}","{""marca"": null, ""modelo"": null, ""tipo_produto"": ""wetsuit"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""manga longa, infantil, chestzip, 1mm, feminino""}","wetsuit | manga longa, infantil, chestzip, 1mm, feminino"
Friso Filete De Roda Bajaj Classic Verde Refletivo,Friso Filete De Roda Bajaj Classic Verde Refletivo,MARKING_AND_WARNING_TAPES,"{""idx"": 166, ""marca"": ""Bajaj"", ""modelo"": ""Classic"", ""tipo_produto"": ""friso de roda"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": ""verde"", ""material"": null, ""quantidade"": null, ""outros_atributos"": ""refletivo""}","{""marca"": ""Bajaj"", ""modelo"": ""classic"", ""tipo_produto"": ""friso de roda"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": ""verde"", ""material"": null, ""quantidade"": null, ""outros_atributos"": ""refletivo""}",friso de roda | Bajaj | classic | verde | refletivo
Baqueta Phoenix 7a Ponta Madeira Ou Nylon Kit 02 Pares,Baqueta Phoenix 7a Ponta Madeira Ou Nylon Kit 02 Pares,DRUMSTICKS_MALLETS_AND_BRUSHES,"{""idx"": 167, ""marca"": ""Phoenix"", ""modelo"": ""7a"", ""tipo_produto"": ""baqueta"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": ""madeira ou nylon"", ""quantidade"": ""kit 2 pares"", ""outros_atributos"": ""ponta madeira ou nylon""}","{""marca"": ""Phoenix"", ""modelo"": ""7a"", ""tipo_produto"": ""baqueta"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": ""madeira ou nylon"", ""quantidade"": ""kit 2 pares"", ""outros_atributos"": ""ponta madeira ou nylon""}",baqueta | Phoenix | 7a | madeira ou nylon | kit 2 pares | ponta madeira ou nylon
Cozinha Compacta 5146 Sicília Multimóveis (não Ee,Cozinha Compacta 5146 Sicília Multimóveis (não Ee,KITCHEN_FURNITURE,"{""idx"": 168, ""marca"": ""Multimóveis"", ""modelo"": ""5146 sicília"", ""tipo_produto"": ""cozinha compacta"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": null}","{""marca"": ""Multimóveis"", ""modelo"": ""5146 sicília"", ""tipo_produto"": ""cozinha compacta"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": null}",cozinha compacta | Multimóveis | 5146 sicília
Tomada Industrial Sobrepor 3p+t 16a 380v Tpa114 - Vermelho,Tomada Industrial Sobrepor 3p+t 16a 380v Tpa114 - Vermelho,ELECTRICAL_OUTLETS,"{""idx"": 169, ""marca"": null, ""modelo"": ""tpa114"", ""tipo_produto"": ""tomada industrial"", ""capacidade_volume"": null, ""voltagem"": ""380v"", ""cor"": ""vermelho"", ""material"": null, ""quantidade"": null, ""outros_atributos"": ""sobrepor, 3p+t, 16a""}","{""marca"": null, ""modelo"": ""tpa114"", ""tipo_produto"": ""tomada industrial"", ""capacidade_volume"": null, ""voltagem"": ""380v"", ""cor"": ""vermelho"", ""material"": null, ""quantidade"": null, ""outros_atributos"": ""sobrepor, 3p+t, 16a""}","tomada industrial | tpa114 | 380v | vermelho | sobrepor, 3p+t, 16a"
Alicate Puncionador Para Drywall - 879519 - Mtx,Alicate Puncionador Para Drywall - 879519 - Mtx,LINEMAN_PLIERS,"{""idx"": 170, ""marca"": ""Mtx"", ""modelo"": ""879519"", ""tipo_produto"": ""alicate puncionador"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""para drywall""}","{""marca"": ""Mtx"", ""modelo"": ""879519"", ""tipo_produto"": ""alicate puncionador"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""para drywall""}",alicate puncionador | Mtx | 879519 | para drywall
Receiver Onkyo Tx-sr705 7.1 Thx,Receiver Onkyo Tx-sr705 7.1 Thx,AV_RECEIVERS,"{""idx"": 171, ""marca"": ""Onkyo"", ""modelo"": ""Tx-sr705"", ""tipo_produto"": ""receiver"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""7.1 thx""}","{""marca"": ""Onkyo"", ""modelo"": ""tx-sr705"", ""tipo_produto"": ""receiver"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""7.1 thx""}",receiver | Onkyo | tx-sr705 | 7.1 thx
Apple iPod Nano Mod: A1137 Branco 4gb,Apple iPod Nano Mod: A1137 Branco 4gb,DIGITAL_PORTABLE_MEDIA_PLAYERS,"{""idx"": 172, ""marca"": ""Apple"", ""modelo"": ""A1137"", ""tipo_produto"": ""mp3 player"", ""capacidade_volume"": ""4gb"", ""voltagem"": null, ""cor"": ""branco"", ""material"": null, ""quantidade"": null, ""outros_atributos"": ""ipod nano""}","{""marca"": ""Apple"", ""modelo"": ""a1137"", ""tipo_produto"": ""mp3 player"", ""capacidade_volume"": ""4gb"", ""voltagem"": null, ""cor"": ""branco"", ""material"": null, ""quantidade"": null, ""outros_atributos"": ""ipod nano""}",mp3 player | Apple | a1137 | 4gb | branco | ipod nano
Home Spray  - Bamboo 1 Litro Borrifador De Brinde,Home Spray - Bamboo 1000ml Borrifador De Brinde,ESSENTIAL_OILS,"{""idx"": 173, ""marca"": null, ""modelo"": null, ""tipo_produto"": ""home spray"", ""capacidade_volume"": ""1000ml"", ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""bamboo, borrifador de brinde""}","{""marca"": null, ""modelo"": null, ""tipo_produto"": ""home spray"", ""capacidade_volume"": ""1000ml"", ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""bamboo, borrifador de brinde""}","home spray | 1000ml | bamboo, borrifador de brinde"
Bola Suica Pilates Fisioterapia Abdominal 55cm,Bola Suica Pilates Fisioterapia Abdominal 55cm,PILATES_BALLS,"{""idx"": 174, ""marca"": null, ""modelo"": null, ""tipo_produto"": ""bola de pilates"", ""capacidade_volume"": ""55cm"", ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""fisioterapia, abdominal""}","{""marca"": null, ""modelo"": null, ""tipo_produto"": ""bola de pilates"", ""capacidade_volume"": ""55cm"", ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""fisioterapia, abdominal""}","bola de pilates | 55cm | fisioterapia, abdominal"
Cabo Do Trambulador Sprinter Cdi 2003 ---&gt; Cabo De Engate,Cabo Do Trambulador Sprinter Cdi 2003 ---&gt; Cabo De Engate,VEHICLE_CLUTCH_CABLES,"{""idx"": 175, ""marca"": null, ""modelo"": ""Sprinter Cdi"", ""tipo_produto"": ""cabo do trambulador"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""cabo de engate""}","{""marca"": null, ""modelo"": ""sprinter cdi"", ""tipo_produto"": ""cabo do trambulador"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""cabo de engate""}",cabo do trambulador | sprinter cdi | cabo de engate
"Aparador / Buffet / Rack Demolição O. Preto 1,80 X 45 X  90 ","Aparador / Buffet / Rack Demolição O. Preto 1,80 X 45 X 90",SIDEBOARDS,"{""idx"": 176, ""marca"": null, ""modelo"": null, ""tipo_produto"": ""aparador"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": ""preto"", ""material"": ""madeira de demolição"", ""quantidade"": null, ""outros_atributos"": ""dimensões 1,80 x 45 x 90""}","{""marca"": null, ""modelo"": null, ""tipo_produto"": ""aparador"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": ""preto"", ""material"": ""madeira de demolição"", ""quantidade"": null, ""outros_atributos"": ""dimensões 1,80 x 45 x 90""}","aparador | preto | madeira de demolição | dimensões 1,80 x 45 x 90"
Aro Chassi  J7 Prime G610m/ds G6100 ,Aro Chassi J7 Prime G610m/ds G6100,CELLPHONE_AND_TABLET_CASES,"{""idx"": 177, ""marca"": ""Samsung"", ""modelo"": ""J7 Prime G610m/ds G6100"", ""tipo_produto"": ""aro chassi"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": null}","{""marca"": ""Samsung"", ""modelo"": ""j7 prime g610m/ds g6100"", ""tipo_produto"": ""aro chassi"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": null}",aro chassi | Samsung | j7 prime g610m/ds g6100
Fitas Gorgurao Progresso,Fitas Gorgurao Progresso,HABERDASHERY_RIBBONS,"{""idx"": 178, ""marca"": ""Progresso"", ""modelo"": null, ""tipo_produto"": ""fitas"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": ""gorgurão"", ""quantidade"": null, ""outros_atributos"": null}","{""marca"": ""Progresso"", ""modelo"": null, ""tipo_produto"": ""fitas"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": ""gorgurão"", ""quantidade"": null, ""outros_atributos"": null}",fitas | Progresso | gorgurão
Geladeiras De Bebidas Expositora Personalizada Coca Cola,Geladeiras De Bebidas Expositora Personalizada Coca Cola,MERCHANDISER_REFRIGERATORS,"{""idx"": 179, ""marca"": ""Coca-Cola"", ""modelo"": null, ""tipo_produto"": ""geladeira"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""expositora personalizada""}","{""marca"": ""Coca-Cola"", ""modelo"": null, ""tipo_produto"": ""geladeira"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""expositora personalizada""}",geladeira | Coca-Cola | expositora personalizada
Portátil Mini Fan Handheld Usb Misting Fan Pessoal Resfriame,Portátil Mini Fan Handheld Usb Misting Fan Pessoal Resfriame,HOME_HEATERS,"{""idx"": 180, ""marca"": null, ""modelo"": ""mini fan handheld"", ""tipo_produto"": ""ventilador"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""usb, misting, portátil""}","{""marca"": null, ""modelo"": ""mini fan handheld"", ""tipo_produto"": ""ventilador"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""usb, misting, portátil""}","ventilador | mini fan handheld | usb, misting, portátil"
Relógio De Parede Modelo De Pulso Quadrado Preto,Relógio De Parede Modelo De Pulso Quadrado Preto,WALL_CLOCKS,"{""idx"": 181, ""marca"": null, ""modelo"": ""quadrado"", ""tipo_produto"": ""relógio de parede"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": ""preto"", ""material"": null, ""quantidade"": null, ""outros_atributos"": ""modelo de pulso""}","{""marca"": null, ""modelo"": ""quadrado"", ""tipo_produto"": ""relógio de parede"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": ""preto"", ""material"": null, ""quantidade"": null, ""outros_atributos"": ""modelo de pulso""}",relógio de parede | quadrado | preto | modelo de pulso
Receptor Do Dongle Da Exposisao De Wi-fi Do Carro Ptv858,Receptor Do Dongle Da Exposisao De Wi-fi Do Carro Ptv858,TV_RECEIVERS_AND_DECODERS,"{""idx"": 182, ""marca"": null, ""modelo"": ""ptv858"", ""tipo_produto"": ""receptor"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""dongle, wi-fi, para carro""}","{""marca"": null, ""modelo"": ""ptv858"", ""tipo_produto"": ""receptor"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""dongle, wi-fi, para carro""}","receptor | ptv858 | dongle, wi-fi, para carro"
Garfo Do Câmbio 3 E 4 Duster Original 1.6 16v 10/17 Original,Garfo Do Câmbio 3 E 4 Duster Original 1.6 16v 10/17 Original,CLUTCH_FORKS,"{""idx"": 183, ""marca"": ""Renault"", ""modelo"": ""duster"", ""tipo_produto"": ""garfo do câmbio"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""3 e 4, 1.6 16v, 10/17, original""}","{""marca"": ""Renault"", ""modelo"": ""duster"", ""tipo_produto"": ""garfo do câmbio"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""3 e 4, 1.6 16v, 10/17, original""}","garfo do câmbio | Renault | duster | 3 e 4, 1.6 16v, 10/17, original"
Balde De Gelo Em Alumínio Stella Artois Licenciado Ambev,Balde De Gelo Em Alumínio Stella Artois Licenciado Ambev,ICE_BUCKETS,"{""idx"": 184, ""marca"": ""Stella Artois"", ""modelo"": null, ""tipo_produto"": ""balde de gelo"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": ""alumínio"", ""quantidade"": null, ""outros_atributos"": ""licenciado ambev""}","{""marca"": ""Stella Artois"", ""modelo"": null, ""tipo_produto"": ""balde de gelo"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": ""alumínio"", ""quantidade"": null, ""outros_atributos"": ""licenciado ambev""}",balde de gelo | Stella Artois | alumínio | licenciado ambev
Agora 60,Agora 60,COFFEE_CAPSULES,"{""idx"": 185, ""marca"": null, ""modelo"": ""Agora"", ""tipo_produto"": ""cápsulas de café"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": ""60 unidades"", ""outros_atributos"": null}","{""marca"": null, ""modelo"": ""agora"", ""tipo_produto"": ""cápsulas de café"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": ""60 unidades"", ""outros_atributos"": null}",cápsulas de café | agora | 60 unidades
Mesa Cg Titan 2010 Honda Original Baixo Cima Inf Superior,Mesa Cg Titan 2010 Honda Original Baixo Cima Inf Superior,MOTORCYCLE_HANDLEBAR_YOKES,"{""idx"": 186, ""marca"": ""Honda"", ""modelo"": ""Cg Titan 2010"", ""tipo_produto"": ""mesa de guidão"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""original, baixo, cima, inf, superior""}","{""marca"": ""Honda"", ""modelo"": ""cg titan 2010"", ""tipo_produto"": ""mesa de guidão"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""original, baixo, cima, inf, superior""}","mesa de guidão | Honda | cg titan 2010 | original, baixo, cima, inf, superior"
Licença Original Do Windows 7 Professional  ,Licença Original Do Windows 7 Professional,OPERATING_SYSTEMS,"{""idx"": 187, ""marca"": ""Microsoft"", ""modelo"": ""Windows 7 Professional"", ""tipo_produto"": ""sistema operacional"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""licença original""}","{""marca"": ""Microsoft"", ""modelo"": ""windows 7 professional"", ""tipo_produto"": ""sistema operacional"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""licença original""}",sistema operacional | Microsoft | windows 7 professional | licença original
Baqueta Pro Mark 5b Firegrain Tx5bw-fg,Baqueta Pro Mark 5b Firegrain Tx5bw-fg,DRUMSTICKS_MALLETS_AND_BRUSHES,"{""idx"": 188, ""marca"": ""Pro Mark"", ""modelo"": ""Tx5bw-fg"", ""tipo_produto"": ""baqueta"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": ""firegrain"", ""quantidade"": null, ""outros_atributos"": ""5b""}","{""marca"": ""Pro Mark"", ""modelo"": ""tx5bw-fg"", ""tipo_produto"": ""baqueta"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": ""firegrain"", ""quantidade"": null, ""outros_atributos"": ""5b""}",baqueta | Pro Mark | tx5bw-fg | firegrain | 5b
Seladora Manual Sela Corta 40 Cm Temporizador + Resistencia,Seladora Manual Sela Corta 40 Cm Temporizador + Resistencia,INDUSTRIAL_AND_COMMERCIAL_BAG_SEALERS,"{""idx"": 189, ""marca"": null, ""modelo"": null, ""tipo_produto"": ""seladora manual"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""sela e corta, 40 cm, temporizador, com resistência""}","{""marca"": null, ""modelo"": null, ""tipo_produto"": ""seladora manual"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""sela e corta, 40 cm, temporizador, com resistência""}","seladora manual | sela e corta, 40 cm, temporizador, com resistência"
Kit 5 Pedestal Suporte Girafa De Microfone Regulável Tps Ask,Kit 5 Pedestal Suporte Girafa De Microfone Regulável Tps Ask,MICROPHONE_STANDS,"{""idx"": 190, ""marca"": ""Ask"", ""modelo"": ""Tps"", ""tipo_produto"": ""pedestal suporte de microfone"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": ""kit 5 peças"", ""outros_atributos"": ""girafa, regulável""}","{""marca"": ""Ask"", ""modelo"": ""tps"", ""tipo_produto"": ""pedestal suporte de microfone"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": ""kit 5 peças"", ""outros_atributos"": ""girafa, regulável""}","pedestal suporte de microfone | Ask | tps | kit 5 peças | girafa, regulável"
Sanduicheira Cadence Minigrill Easy Meal Vermelho 127v,Sanduicheira Cadence Minigrill Easy Meal Vermelho 127v,SANDWICH_MAKERS,"{""idx"": 191, ""marca"": ""Cadence"", ""modelo"": ""Easy meal"", ""tipo_produto"": ""sanduicheira"", ""capacidade_volume"": null, ""voltagem"": ""110v"", ""cor"": ""vermelho"", ""material"": null, ""quantidade"": null, ""outros_atributos"": ""minigrill""}","{""marca"": ""Cadence"", ""modelo"": ""easy meal"", ""tipo_produto"": ""sanduicheira"", ""capacidade_volume"": null, ""voltagem"": ""110v"", ""cor"": ""vermelho"", ""material"": null, ""quantidade"": null, ""outros_atributos"": ""minigrill""}",sanduicheira | Cadence | easy meal | 110v | vermelho | minigrill
Valvula Egr Jeep Cherokee 3.7  53034192  2970 V,Valvula Egr Jeep Cherokee 3.7 53034192 2970 V,EGR_VALVES,"{""idx"": 192, ""marca"": ""Jeep"", ""modelo"": ""53034192"", ""tipo_produto"": ""válvula egr"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""cherokee 3.7, 2970 v""}","{""marca"": ""Jeep"", ""modelo"": ""53034192"", ""tipo_produto"": ""válvula egr"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""cherokee 3.7, 2970 v""}","válvula egr | Jeep | 53034192 | cherokee 3.7, 2970 v"
Microfone Sennheiser Ew135,Microfone Sennheiser Ew135,MICROPHONES,"{""idx"": 193, ""marca"": ""Sennheiser"", ""modelo"": ""Ew135"", ""tipo_produto"": ""microfone"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": null}","{""marca"": ""Sennheiser"", ""modelo"": ""ew135"", ""tipo_produto"": ""microfone"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": null}",microfone | Sennheiser | ew135
Eixo Motriz(cardan) Original Vw(2t0311145a),Eixo Motriz(cardan) Original Vw(2t0311145a),DRIVE_SHAFTS,"{""idx"": 194, ""marca"": ""Vw"", ""modelo"": ""2t0311145a"", ""tipo_produto"": ""eixo motriz"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""cardan, original""}","{""marca"": ""Vw"", ""modelo"": ""2t0311145a"", ""tipo_produto"": ""eixo motriz"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""cardan, original""}","eixo motriz | Vw | 2t0311145a | cardan, original"
Espátula Perfurada De Inox Com Nylon - Brinox (cód.5977),Espátula Perfurada De Inox Com Nylon - Brinox (cód.5977),KITCHEN_SHOVELS_AND_SPATULAS,"{""idx"": 195, ""marca"": ""Brinox"", ""modelo"": ""5977"", ""tipo_produto"": ""espátula"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": ""inox e nylon"", ""quantidade"": null, ""outros_atributos"": ""perfurada""}","{""marca"": ""Brinox"", ""modelo"": ""5977"", ""tipo_produto"": ""espátula"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": ""inox e nylon"", ""quantidade"": null, ""outros_atributos"": ""perfurada""}",espátula | Brinox | 5977 | inox e nylon | perfurada
